MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190702,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,06029,Kern County,CA,38.99,61.01,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,06029,Kern County,CA,15.61,84.39,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,06029,Kern County,CA,15.61,84.39,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,06029,Kern County,CA,15.61,82.02,2.37,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,06029,Kern County,CA,0.00,15.79,84.21,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-10-09,2018-10-15,2
20181002,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-10-02,2018-10-08,2
20180925,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-09-25,2018-10-01,2
20180918,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,06029,Kern County,CA,0.00,15.88,84.12,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,06029,Kern County,CA,0.00,15.91,84.09,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,06029,Kern County,CA,0.00,16.05,83.95,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,06029,Kern County,CA,0.00,16.17,83.83,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,06029,Kern County,CA,0.00,15.95,84.05,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,06029,Kern County,CA,0.00,15.95,84.05,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,06029,Kern County,CA,0.00,15.95,84.05,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,06029,Kern County,CA,0.00,15.95,84.05,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,06029,Kern County,CA,0.00,15.83,84.17,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,06029,Kern County,CA,0.00,15.83,84.17,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,06029,Kern County,CA,0.00,15.83,84.17,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,06029,Kern County,CA,0.00,15.47,84.53,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,06029,Kern County,CA,0.00,15.73,84.27,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,06029,Kern County,CA,0.00,15.73,84.27,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,06029,Kern County,CA,0.00,15.73,84.27,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,06029,Kern County,CA,0.00,15.73,84.27,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,06029,Kern County,CA,0.00,15.73,84.27,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,06029,Kern County,CA,0.00,8.46,91.54,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,06029,Kern County,CA,0.00,8.81,91.19,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-03-20,2018-03-26,2
20180313,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-03-13,2018-03-19,2
20180306,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-03-06,2018-03-12,2
20180227,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-02-27,2018-03-05,2
20180220,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-02-20,2018-02-26,2
20180213,06029,Kern County,CA,0.00,0.01,16.40,83.59,0.00,0.00,2018-02-13,2018-02-19,2
20180206,06029,Kern County,CA,0.00,0.03,97.68,2.30,0.00,0.00,2018-02-06,2018-02-12,2
20180130,06029,Kern County,CA,0.00,0.14,98.86,1.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,06029,Kern County,CA,0.00,96.50,3.50,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,06029,Kern County,CA,21.74,74.76,3.50,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,06029,Kern County,CA,21.81,74.69,3.50,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,06029,Kern County,CA,21.81,74.69,3.50,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,06029,Kern County,CA,21.81,74.69,3.50,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,06029,Kern County,CA,21.81,74.69,3.50,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,06029,Kern County,CA,21.81,74.69,3.50,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,06029,Kern County,CA,27.40,69.10,3.50,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,06029,Kern County,CA,36.85,59.65,3.50,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,06029,Kern County,CA,59.45,37.06,3.50,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,06029,Kern County,CA,59.45,37.06,3.50,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,06029,Kern County,CA,61.44,35.06,3.50,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,06029,Kern County,CA,61.44,35.06,3.50,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,06029,Kern County,CA,61.44,35.06,3.50,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,06029,Kern County,CA,61.27,35.23,3.50,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,06029,Kern County,CA,61.76,34.74,3.50,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,06029,Kern County,CA,61.44,30.56,8.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,06029,Kern County,CA,0.00,68.53,28.70,2.78,0.00,0.00,2017-02-14,2017-02-20,2
20170207,06029,Kern County,CA,0.00,0.00,74.22,25.78,0.00,0.00,2017-02-07,2017-02-13,2
20170131,06029,Kern County,CA,0.00,0.00,67.14,31.31,1.55,0.00,2017-01-31,2017-02-06,2
20170124,06029,Kern County,CA,0.00,0.00,26.18,67.12,6.70,0.00,2017-01-24,2017-01-30,2
20170117,06029,Kern County,CA,0.00,0.00,0.00,27.50,66.51,5.99,2017-01-17,2017-01-23,2
20170110,06029,Kern County,CA,0.00,0.00,0.00,20.18,73.83,5.99,2017-01-10,2017-01-16,2
20170103,06029,Kern County,CA,0.00,0.00,0.00,0.45,26.49,73.06,2017-01-03,2017-01-09,2
20161227,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-12-27,2017-01-02,2
20161220,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-12-20,2016-12-26,2
20161213,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-12-13,2016-12-19,2
20161206,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-12-06,2016-12-12,2
20161129,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-11-29,2016-12-05,2
20161122,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-11-22,2016-11-28,2
20161115,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-11-15,2016-11-21,2
20161108,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-11-08,2016-11-14,2
20161101,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-11-01,2016-11-07,2
20161025,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-10-25,2016-10-31,2
20161018,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-10-18,2016-10-24,2
20161011,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-10-11,2016-10-17,2
20161004,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-10-04,2016-10-10,2
20160927,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-09-27,2016-10-03,2
20160920,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-09-20,2016-09-26,2
20160913,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-09-13,2016-09-19,2
20160906,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-09-06,2016-09-12,2
20160830,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-08-30,2016-09-05,2
20160823,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-08-23,2016-08-29,2
20160816,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-08-16,2016-08-22,2
20160809,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-08-09,2016-08-15,2
20160802,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-08-02,2016-08-08,2
20160726,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-07-26,2016-08-01,2
20160719,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-07-19,2016-07-25,2
20160712,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-07-12,2016-07-18,2
20160705,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-07-05,2016-07-11,2
20160628,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-06-28,2016-07-04,2
20160621,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-06-21,2016-06-27,2
20160614,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-06-14,2016-06-20,2
20160607,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-06-07,2016-06-13,2
20160531,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-05-31,2016-06-06,2
20160524,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-05-24,2016-05-30,2
20160517,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-05-17,2016-05-23,2
20160510,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-05-10,2016-05-16,2
20160503,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-05-03,2016-05-09,2
20160426,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-04-26,2016-05-02,2
20160419,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.94,73.06,2016-04-19,2016-04-25,2
20160412,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-04-12,2016-04-18,2
20160405,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-04-05,2016-04-11,2
20160329,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-03-29,2016-04-04,2
20160322,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-03-22,2016-03-28,2
20160315,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-03-15,2016-03-21,2
20160308,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-03-08,2016-03-14,2
20160301,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-03-01,2016-03-07,2
20160223,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-02-23,2016-02-29,2
20160216,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-02-16,2016-02-22,2
20160209,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-02-09,2016-02-15,2
20160202,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.44,73.56,2016-02-02,2016-02-08,2
20160126,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2016-01-26,2016-02-01,2
20160119,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2016-01-19,2016-01-25,2
20160112,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2016-01-12,2016-01-18,2
20160105,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2016-01-05,2016-01-11,2
20151229,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-12-29,2016-01-04,2
20151222,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-12-22,2015-12-28,2
20151215,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-12-15,2015-12-21,2
20151208,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-12-08,2015-12-14,2
20151201,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-12-01,2015-12-07,2
20151124,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-11-24,2015-11-30,2
20151117,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-11-17,2015-11-23,2
20151110,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-11-10,2015-11-16,2
20151103,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-11-03,2015-11-09,2
20151027,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-10-27,2015-11-02,2
20151020,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-10-20,2015-10-26,2
20151013,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-10-13,2015-10-19,2
20151006,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-10-06,2015-10-12,2
20150929,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-09-29,2015-10-05,2
20150922,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-09-22,2015-09-28,2
20150915,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-09-15,2015-09-21,2
20150908,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-09-08,2015-09-14,2
20150901,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-09-01,2015-09-07,2
20150825,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-08-25,2015-08-31,2
20150818,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-08-18,2015-08-24,2
20150811,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-08-11,2015-08-17,2
20150804,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-08-04,2015-08-10,2
20150728,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-07-28,2015-08-03,2
20150721,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-07-21,2015-07-27,2
20150714,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-07-14,2015-07-20,2
20150707,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-07-07,2015-07-13,2
20150630,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-06-30,2015-07-06,2
20150623,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-06-23,2015-06-29,2
20150616,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-06-16,2015-06-22,2
20150609,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-06-09,2015-06-15,2
20150602,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-06-02,2015-06-08,2
20150526,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-05-26,2015-06-01,2
20150519,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-05-19,2015-05-25,2
20150512,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-05-12,2015-05-18,2
20150505,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-05-05,2015-05-11,2
20150428,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-04-28,2015-05-04,2
20150421,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-04-21,2015-04-27,2
20150414,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-04-14,2015-04-20,2
20150407,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-04-07,2015-04-13,2
20150331,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-03-31,2015-04-06,2
20150324,06029,Kern County,CA,0.00,0.00,0.00,0.00,26.30,73.70,2015-03-24,2015-03-30,2
20150317,06029,Kern County,CA,0.00,0.00,0.00,0.00,38.41,61.59,2015-03-17,2015-03-23,2
20150310,06029,Kern County,CA,0.00,0.00,0.00,0.00,38.41,61.59,2015-03-10,2015-03-16,2
20150303,06029,Kern County,CA,0.00,0.00,0.00,0.00,38.41,61.59,2015-03-03,2015-03-09,2
20150224,06029,Kern County,CA,0.00,0.00,0.00,0.00,38.41,61.59,2015-02-24,2015-03-02,2
20150217,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-02-17,2015-02-23,2
20150210,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-02-10,2015-02-16,2
20150203,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-02-03,2015-02-09,2
20150127,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-01-27,2015-02-02,2
20150120,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-01-20,2015-01-26,2
20150113,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-01-13,2015-01-19,2
20150106,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2015-01-06,2015-01-12,2
20141230,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-12-30,2015-01-05,2
20141223,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-12-23,2014-12-29,2
20141216,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-12-16,2014-12-22,2
20141209,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-12-09,2014-12-15,2
20141202,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-12-02,2014-12-08,2
20141125,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-11-25,2014-12-01,2
20141118,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-11-18,2014-11-24,2
20141111,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-11-11,2014-11-17,2
20141104,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-11-04,2014-11-10,2
20141028,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-10-28,2014-11-03,2
20141021,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-10-21,2014-10-27,2
20141014,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-10-14,2014-10-20,2
20141007,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-10-07,2014-10-13,2
20140930,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-09-30,2014-10-06,2
20140923,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-09-23,2014-09-29,2
20140916,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-09-16,2014-09-22,2
20140909,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-09-09,2014-09-15,2
20140902,06029,Kern County,CA,0.00,0.00,0.00,0.00,22.32,77.68,2014-09-02,2014-09-08,2
